BATCHID,FIRST_NAME,LAST_NAME,EMAIL,COMPANY,LEAD_STATUS,LEADID,CONTACTID,DATECREATED,MODIFIEDDATE
0731c7544cc447b188ef537cb3a081c3,Melissa,Hamilton,mhamilton12@constantcontact.com,Shufflebeat,New,-2027393775908458319,-1811922410746723977,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Janet,Mendoza,jmendoza13@cornell.edu,Feedmix,New,3235016942159730781,8666650142845057356,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Andrea,Coleman,acoleman14@addthis.com,Eire,New,8951509605477382515,-3529000083277303088,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Randy,Perry,rperry15@usatoday.com,Twitterwire,New,-1793207379780472801,-112325469814512922,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Fred,Graham,fgraham16@senate.gov,Katz,New,6496810984066135285,929622878407848187,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Brenda,Perez,bperez17@creativecommons.org,Ooba,New,1311096884778001982,-8010099005960296052,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Kevin,Ramos,kramos18@drupal.org,Skyble,New,2161226624607642809,4184810931164292084,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Albert,Vasquez,avasquez19@facebook.com,Skyba,New,-7600797779401589657,-6996296401502916524,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,George,Morrison,gmorrison1a@mtv.com,Tagchat,New,-8050271026979729501,4542524477096055825,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Barbara,Payne,bpayne1b@sina.com.cn,Jatri,New,-3545515658030071744,7527812771312609616,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Nancy,Gomez,ngomez1c@admin.ch,Topicshots,working,-5229548685838338837,4041060426703306562,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Laura,Castillo,lcastillo1d@webs.com,Browsetype,Working,-4541553526050191141,-7128621061628005098,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Shawn,Bradley,sbradley1e@eepurl.com,Tagopia,Working,-5532775770287024916,300949013137807403,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Joseph,Morgan,jmorgan1f@indiatimes.com,Kaymbo,Working,-6881515285705571500,738181082204621673,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Pamela,Clark,pclark1g@paginegialle.it,Jaxnation,Working,2215954174830723288,-7514526368930992910,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Marie,Hunter,mhunter1h@trellian.com,Leenti,Working,-5875318739983458162,-2477477035470731810,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Diana,Rodriguez,drodriguez1i@google.co.uk,Livepath,Working,-7653168999594969866,-5714723583902082456,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Julie,Hansen,jhansen1j@mit.edu,Yombu,Working,-1832901332373163059,-7047771594964913543,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Thomas,Banks,tbanks1k@wordpress.com,Jaxworks,Working,4018529991026898648,-325630201269541484,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Donna,Owens,dowens1l@smh.com.au,Realfire,Working,1512272663381263014,9033096717819848818,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Roy,Ruiz,rruiz1m@behance.net,Gigaclub,Working,8690864123374056891,-3171863554463602797,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Heather,Wilson,hwilson1n@ezinearticles.com,Ntag,Working,-318684276998427582,-1925128608018460686,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Susan,Burton,sburton1o@netlog.com,Photobug,Working,-7119430921412285119,3052087678941610439,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Joyce,Brooks,jbrooks1p@ftc.gov,Shufflester,Working,6213238668612954638,-4832669377555617773,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Ruby,Black,rblack1q@theglobeandmail.com,Nlounge,Working,7537845124742899743,-1679915829977670246,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Alice,Gardner,agardner1r@feedburner.com,BlogXS,Working,-6114010424878162432,8711005789259624465,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Jason,Lawrence,jlawrence1s@topsy.com,Feedmix,Working,-8611276951795149314,1940767072088575007,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Lois,Bailey,lbailey1t@twitter.com,LiveZ,Working,1869744169153994254,-1964389383632727696,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Christopher,Armstrong,carmstrong1u@google.com,Wordware,Working,6299558573829566027,3711735929460238099,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Theresa,Holmes,tholmes1v@scribd.com,Trupe,Working,3686928538084221488,3872928051022579160,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Samuel,Burke,sburke1w@jiathis.com,Bubblebox,Working,-756576132476438835,8433355752099013938,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Donna,Payne,dpayne1x@deliciousdays.com,Photobug,Working,3561672150547708413,1161360014968107729,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,William,Williams,wwilliams1y@adobe.com,Aibox,Working,-577239982832899617,2062889565624122078,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Jesse,Lynch,jlynch1z@walmart.com,Vidoo,Working,-8441740350534475455,3344714729018629045,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Amy,Lewis,alewis20@posterous.com,Browseblab,Working,-5345295124933994803,-6977614942622672373,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Helen,Alvarez,halvarez21@hc360.com,Leenti,Working,-4055569371585723160,3360101431129269237,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Irene,Carter,icarter22@tinyurl.com,Fivechat,Working,574467749090377815,8075597906424716270,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Lawrence,Cruz,lcruz23@miibeian.gov.cn,Kare,Working,-7324027728278711436,3099067485939621338,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Deborah,Andrews,dandrews24@sun.com,Browsebug,Working,-2403940215610997728,6466835835632727463,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Carlos,Moore,cmoore25@prlog.org,Centidel,Working,6543323875780844416,4084419750215483857,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Joyce,Freeman,jfreeman26@taobao.com,Flipopia,Working,-4363993268240720320,2164669297847103263,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Linda,Holmes,lholmes27@princeton.edu,Quamba,Working,-1234690620483806819,3575277001718060332,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Ralph,James,rjames28@mapquest.com,Meeveo,Working,-330618942061108173,5882375032607181793,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Aaron,Bowman,abowman29@reuters.com,Eayo,Working,-2771118772119763359,-8544478679746492395,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Judith,Ruiz,jruiz2a@un.org,Kazio,Working,5315909080861259565,-477942162927042859,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Karen,Martin,kmartin2b@fema.gov,Miboo,Working,-6059213304110470881,3132811943618216869,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Diana,Smith,dsmith2c@cnn.com,Ozu,Working,-2005584361615655321,2373040322256960777,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Robert,Bryant,rbryant2d@homestead.com,Nlounge,Working,-2892861944866595147,-7802329965679565062,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Katherine,Morrison,kmorrison2e@marketwatch.com,Kare,Working,-4822025150395041399,2329759641245824513,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Anthony,Thompson,athompson2f@list-manage.com,Gigabox,Working,-7103589160877863470,-6256003449812047967,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Jason,Butler,jbutler2g@fotki.com,Feedfire,Working,-8261499954463147266,-5631703954706917494,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Nicole,Hall,nhall2h@skyrock.com,Topicshots,Working,-1674608350239353818,-2932538681390471906,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Marilyn,Simpson,msimpson2i@abc.net.au,Pixonyx,Working,2955786993892128110,-3848265632368095235,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Antonio,Carr,acarr2j@blogs.com,Youbridge,Working,-8856914851626947205,4572112464375461451,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Stephen,Murphy,smurphy2k@vinaora.com,Oba,Working,-8925705665219512838,-6891521663969431718,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Martin,Flores,mflores2l@wikimedia.org,Brightdog,Working,-3787512104307060818,-3317489907572425470,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Rachel,Schmidt,rschmidt2m@toplist.cz,Riffpedia,Working,458493353549949065,-2346482935656926823,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Justin,Davis,jdavis2n@weibo.com,Meedoo,Working,-1498749191308688323,-337358733109304448,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Shawn,Harris,sharris2o@businessinsider.com,Lajo,Working,-7585320480621584377,4268668961528017040,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Brian,Rivera,brivera2p@pinterest.com,Aimbu,Working,7409949859656803985,-4395722805763738691,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,Joyce,Hanson,jhanson2q@dyndns.org,Kwilith,Working,5154172277380694439,2006588416025242771,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
0731c7544cc447b188ef537cb3a081c3,George,Hansen,ghansen2r@networkadvertising.org,Tekfly,Working,1358902658428557518,-1525333318978250714,2022-11-07T11:10:10.243Z,2022-11-17T11:10:11.802Z
